Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRC36,OUT045,2878.5443889550666
FDV21,OUT019,309.7358694745381
FDB53,OUT046,2458.9013884310925
DRP47,OUT019,570.2538833905145
FDA14,OUT013,2370.026031598357
DRC24,OUT035,2550.707434226475
FDW21,OUT018,1460.083911318222
NCH29,OUT046,1616.9394118850907
FDU58,OUT013,3055.3861967444336
FDY27,OUT017,2949.926428822424
FDV56,OUT035,1790.2094839635063
FDT59,OUT046,3774.138654502363
FDB23,OUT046,3708.9805379812124
FDR49,OUT045,767.9156080744556
FDB03,OUT010,574.9742369355353
FDN39,OUT045,2715.9020444639727
FDX02,OUT027,5781.457186243544
FDQ16,OUT027,2845.782519654585
FDU35,OUT018,1442.2314375437522
NCT29,OUT013,1974.2923290841586
FDZ27,OUT046,777.7196691802228
FDN57,OUT017,2353.5995791181886
FDA03,OUT018,1991.1123683717149
FDZ36,OUT045,3023.3912237438262
NCU05,OUT013,1293.8820709102497
FDT39,OUT018,2157.614449188142
FDK60,OUT017,1628.2862820397922
FDZ25,OUT017,2830.6462764129246
FDG12,OUT046,2105.814238736624
DRB01,OUT019,472.72246605943286
NCC43,OUT027,6007.58826603773
FDX13,OUT019,562.6723631702719
FDM22,OUT049,873.6135065319946
FDJ03,OUT027,1456.209875428475
FDU14,OUT018,3501.580712579465
FDB33,OUT010,386.2855662034744
FDP27,OUT046,3154.5598754941775
FDO38,OUT010,179.4848741042366
FDE28,OUT027,5827.537934761202
FDO27,OUT035,1614.20920401807
DRL23,OUT027,2792.93271169813
FDS28,OUT046,922.9300041333041
FDX24,OUT013,1458.0103802920132
FDZ02,OUT035,1577.1897024249813
FDL46,OUT045,1845.2951903233127
FDS60,OUT027,4902.827337690952
NCO06,OUT017,587.91036980694
FDO16,OUT035,1426.227016299361
FDC60,OUT049,1365.2233943041417
FDA48,OUT018,3256.3989274886726
FDZ36,OUT027,4978.699378977512
FDK27,OUT045,1910.2418655342592
FDW23,OUT018,506.4664643606554
FDM14,OUT018,1515.4611705655072
FDM14,OUT013,1731.0067303883843
FDW60,OUT018,2706.0718264065376
FDE21,OUT013,1886.0924950981064
NCM42,OUT035,1792.6266344548299
FDY59,OUT010,208.1422390729315
DRI49,OUT049,1309.4836677596004
FDT28,OUT019,338.77283137991253
FDQ22,OUT018,511.82829501651884
FDR60,OUT049,1237.727103090359
FDC50,OUT019,251.64882295612517
FDV24,OUT013,2373.9201247223655
DRF48,OUT010,451.59642680925344
FDQ47,OUT046,652.2221048957105
DRN36,OUT049,1557.0203232124882
NCY06,OUT035,2088.4179832244477
FDE52,OUT035,1419.602624885815
NCB54,OUT045,1931.104317136162
NCF31,OUT035,2543.3232218003463
FDJ08,OUT027,5311.260892152536
NCC07,OUT017,1738.2897304858482
NCD19,OUT027,1543.454391809462
FDL46,OUT049,2022.0374368550765
FDM20,OUT045,4030.485123688509
NCI06,OUT010,431.84627664016045
DRM11,OUT035,4329.8378664437905
NCH07,OUT018,2330.6631790976203
FDS23,OUT013,2078.132200714809
FDO49,OUT018,631.1116289697728
FDS35,OUT049,1020.4464841041747
DRK39,OUT045,1376.464767219612
DRI39,OUT049,910.060202862818
FDV04,OUT017,2512.642010575956
NCN14,OUT035,3112.1687860970815
FDH08,OUT013,3976.2713183583023
FDS20,OUT046,2980.6305900758657
FDV40,OUT049,1220.6147513373053
FDZ48,OUT010,242.07999163855638
FDS24,OUT027,2452.4530647896363
FDK44,OUT049,2849.6887674119184
FDS48,OUT045,2447.880482523184
FDK26,OUT010,511.3428471788245
FDD23,OUT045,3035.503724285065
NCH54,OUT017,2686.6458811591915
NCP14,OUT010,240.23602222837945
FDM60,OUT010,111.48532558104034
FDV24,OUT017,2424.703724230394
FDH08,OUT018,3255.3069061112033
FDS12,OUT027,3265.1649001715928
FDR39,OUT027,4996.507874290007
FDP12,OUT027,1225.687838388928
DRF60,OUT027,5974.169643816035
FDC09,OUT035,1715.7763203305879
FDF50,OUT018,3002.7769011154805
FDG28,OUT035,4225.106922994389
NCE19,OUT017,873.8147805419349
NCM53,OUT010,244.26250762441114
NCN18,OUT049,1794.5915304348457
FDF32,OUT035,3204.329658773801
FDF11,OUT013,4053.333710195428
DRI59,OUT049,3826.7682932087046
NCG54,OUT035,2953.1006252521915
FDM44,OUT046,1640.835535880249
FDT57,OUT018,3228.6641145726107
FDV24,OUT046,2383.2141213178475
FDI50,OUT019,551.0394270205022
FDS09,OUT035,832.4368260959023
NCC31,OUT027,4020.3178506041995
FDQ07,OUT019,519.8654365127229
FDC22,OUT017,3180.69451883176
FDZ56,OUT046,2697.913200171796
FDZ40,OUT019,146.7340531035182
FDS46,OUT027,3100.619322757326
DRD24,OUT045,2183.7354026431203
FDV45,OUT017,3095.1823905890315
FDL26,OUT045,2529.0616077648433
FDA56,OUT018,1750.7613748824183
FDN27,OUT046,2004.8287931455147
FDM20,OUT049,4131.337192325455
FDO16,OUT017,1400.7821302393943
FDL03,OUT035,3181.464729154734
FDE58,OUT046,1985.8315884021474
FDI02,OUT027,2971.4120502262776
NCC55,OUT019,108.9359061787129
FDR03,OUT018,3013.4629638107795
FDB14,OUT017,1508.6369011931927
FDR45,OUT013,4043.275153185184
NCN07,OUT017,2142.7098362035017
FDM51,OUT019,264.04756540365923
FDT52,OUT027,5996.859286435303
FDL26,OUT046,2483.484518996271
NCZ42,OUT046,3659.4991961920646
DRI47,OUT019,339.9613799959506
FDW40,OUT013,2361.6559287961027
FDN34,OUT046,2835.082773535507
FDS01,OUT035,3071.176109876369
NCG55,OUT045,1842.5292759747495
FDC11,OUT035,1429.486736924196
FDX35,OUT018,3217.5675387670303
NCB06,OUT046,2543.4681723572166
FDR09,OUT019,568.9219951315015
FDC53,OUT017,1631.1238408399977
FDY45,OUT013,4117.699194221667
FDA22,OUT010,403.6734087902503
FDE02,OUT035,1607.0226638217648
FDW21,OUT045,1607.0232221600736
FDV34,OUT046,1267.4677278793815
FDS59,OUT049,1774.6156217658663
NCW17,OUT017,2130.830950417972
NCK54,OUT046,1996.342216299617
FDG17,OUT019,555.9891985429123
FDG35,OUT017,2933.2125416342255
FDD08,OUT010,111.73249679607852
NCO07,OUT017,3805.0570360132774
FDJ10,OUT010,325.8997937127671
FDW36,OUT017,1720.684812832004
FDW21,OUT010,219.66002291290795
FDY19,OUT017,1972.8591863109898
DRE03,OUT013,698.3422237013255
NCC55,OUT049,657.1659600391843
FDH52,OUT010,147.76310154145938
FDO09,OUT017,4030.1945950199097
FDU43,OUT045,3970.364503400612
FDX09,OUT010,418.418878970371
FDH40,OUT019,216.6687731934708
FDW58,OUT017,1714.363574048074
FDC47,OUT017,3906.66621535672
NCR41,OUT035,1576.9777128377327
DRG49,OUT035,4175.797281674974
FDC52,OUT027,4114.684993431937
FDY13,OUT046,1259.0831184726317
FDY35,OUT013,673.3519873046946
FDI35,OUT017,3139.586200091666
NCU18,OUT049,2337.9959617789054
FDY33,OUT018,2397.329471968072
FDC15,OUT027,3940.328734638537
FDU01,OUT049,3233.5193347111567
NCU42,OUT046,2837.6480444274102
NCV29,OUT018,2598.860618788073
NCY30,OUT017,3082.170354833448
FDQ46,OUT049,1803.9346441776136
FDG58,OUT027,4033.684406870669
FDK33,OUT017,3792.3679025835418
NCD07,OUT045,1814.0609996974965
NCX29,OUT027,3669.102387681888
NCT42,OUT013,2421.8332038419508
DRN59,OUT035,746.0386571107539
FDI44,OUT035,1348.3869488649893
FDA45,OUT049,2991.532570026276
FDP31,OUT045,1053.7566978150662
FDY01,OUT046,1946.0691402687874
FDT09,OUT018,1814.8403252865821
DRH03,OUT027,2563.3599911496035
FDA36,OUT018,2757.2051999686137
NCF31,OUT017,2493.5329031231317
FDG14,OUT049,2427.2701066966124
FDG28,OUT027,5996.290067343298
FDU14,OUT049,4057.0273594975656
FDY47,OUT019,298.3073955296702
FDI56,OUT049,1411.9513600041078
DRD01,OUT013,767.69905151045
FDM22,OUT046,919.0601343225588
FDH33,OUT013,651.3108361187274
DRZ24,OUT013,1919.0060106304509
NCQ38,OUT046,1718.7159501469835
FDO16,OUT027,2320.222766397209
FDU07,OUT027,3971.716134694549
NCB07,OUT013,3006.6555556393228
FDU48,OUT045,2027.2211972557332
NCM43,OUT045,2661.037099650167
FDR31,OUT010,328.28209630109154
DRK49,OUT018,519.8416532631828
NCI30,OUT010,579.6420139664043
DRD60,OUT017,3081.690239946485
NCG19,OUT046,3552.382877980947
FDH12,OUT035,1693.8906674935113
FDM32,OUT035,1489.2498735418349
FDM27,OUT035,2618.899789858758
NCU53,OUT027,4378.211903553682
NCQ18,OUT046,1623.7972591374566
FDS10,OUT013,2979.484065773786
FDB33,OUT027,4216.938202860787
FDI12,OUT013,1349.4857949250384
NCW42,OUT013,3558.3320170178386
NCC06,OUT018,1847.324720436409
FDW02,OUT017,2099.056369977148
NCD43,OUT017,1748.7313470983652
FDM57,OUT018,1217.0719529673113
FDA58,OUT017,3877.3833250532516
FDK56,OUT046,3019.7423763183447
FDP52,OUT045,3937.9989291395764
FDW20,OUT018,1752.604221666612
FDS52,OUT049,1618.187355754664
NCT29,OUT018,1739.0590865066347
NCL54,OUT013,2927.5092876164217
FDC05,OUT045,3029.403007519614
FDF34,OUT035,3135.7355388631213
FDP03,OUT027,3221.637779381289
FDD32,OUT010,178.54580534832124
FDZ10,OUT045,1983.0648924085287
FDZ40,OUT035,873.2604431102154
FDD51,OUT018,557.0940164927177
NCY30,OUT019,433.8276292104513
FDP58,OUT017,3743.5978928126365
FDV49,OUT017,4187.837631351964
FDY24,OUT019,143.37682057563592
NCO55,OUT017,1728.538412588031
FDR13,OUT017,1970.5827168988978
FDS51,OUT017,1001.5789362545895
FDP26,OUT045,1556.1202420507655
NCB54,OUT027,3320.026232096675
FDF32,OUT017,3236.3491088709648
FDN31,OUT018,2830.5401654718603
DRM48,OUT017,638.3626351776193
FDN20,OUT049,2784.1184536514
DRL01,OUT046,3848.784887128175
FDV56,OUT049,1667.6432230644664
DRH13,OUT027,2817.2497604588043
FDA03,OUT017,2424.2848210568636
FDF47,OUT027,5771.041616529502
FDX32,OUT046,2474.1554671939994
FDX57,OUT049,1573.1484196663912
NCA30,OUT045,2862.6724096392804
FDO49,OUT013,719.8145661731088
FDL04,OUT019,259.60484542069037
DRM48,OUT035,676.7173439362755
FDR16,OUT013,3407.727988623862
NCC19,OUT018,2881.9676747385215
NCE42,OUT045,3609.650780882534
FDY24,OUT017,883.2251028017719
FDH19,OUT049,2909.6731994863944
FDJ46,OUT013,2843.7636708837895
FDN45,OUT010,563.894613913543
FDY08,OUT035,2331.8251586057722
FDZ37,OUT035,1440.7077457611313
NCT30,OUT045,751.2973268284167
DRY23,OUT018,527.8534509289938
NCZ30,OUT018,1789.3123116344689
FDC44,OUT018,1565.0638182489095
FDB45,OUT035,1663.0804399763153
FDY04,OUT013,2577.422407717458
FDM27,OUT046,2590.208228412759
FDZ43,OUT017,4155.281878230967
FDT39,OUT019,353.4554461604057
NCC06,OUT019,305.4419806578014
FDL15,OUT027,3936.539736842325
FDL57,OUT017,4163.214600263503
FDU08,OUT046,1583.3450533954933
FDK40,OUT017,4317.670599096202
FDQ12,OUT010,559.2527938524076
FDS48,OUT017,2467.7427241848527
FDP09,OUT045,3402.505473268269
FDW21,OUT049,1634.858191623457
FDY25,OUT035,3152.078587951378
DRE13,OUT017,1415.1612357205674
FDV43,OUT019,111.94645677823543
FDD22,OUT045,1739.4060430089482
FDM46,OUT019,254.2482510901687
NCO30,OUT010,455.21905372856685
FDM25,OUT046,2841.608240836343
NCN41,OUT049,2055.9040914788175
FDU24,OUT045,1497.7848560604525
FDZ50,OUT046,3144.7187216618463
FDP45,OUT013,4090.0111572477394
NCM54,OUT045,1937.999518106631
FDW10,OUT019,419.6842873366029
FDP20,OUT017,2127.065121721186
FDK32,OUT046,2531.048175250356
FDN52,OUT049,1345.3281995297702
FDM58,OUT045,1782.8626560104174
FDZ46,OUT027,2982.969251489855
NCA18,OUT018,1705.8725421253182
FDD35,OUT046,2090.261752540503
NCK31,OUT035,769.8071706181859
FDI40,OUT027,2696.2784128748845
FDT50,OUT019,249.70216729158125
NCT06,OUT046,2735.339520517385
FDT31,OUT035,3086.164939441633
FDT45,OUT049,858.0276492950854
FDT13,OUT045,2885.0946341683966
FDO50,OUT045,1433.8927059148925
NCU18,OUT010,327.4145760836873
NCR54,OUT049,3199.0694531476415
NCO18,OUT018,2635.881977339418
FDU09,OUT045,872.3224734978382
FDT13,OUT018,2796.587954019203
FDE09,OUT046,1792.4743335843586
NCK53,OUT019,264.4830756285617
FDG45,OUT049,3649.6890015594727
DRH15,OUT035,736.8171609609147
FDO21,OUT019,539.830164217823
FDD14,OUT027,5039.553965324388
FDC09,OUT046,1690.2161868177502
FDH45,OUT027,1384.0707365961637
FDV32,OUT046,1060.9018074521362
FDG12,OUT035,2007.8763598009205
FDS32,OUT013,2364.1755595279387
NCL55,OUT018,3510.6922787290246
DRE01,OUT035,4022.5484019769465
DRE15,OUT049,1252.4074771594546
NCL42,OUT045,3715.5019840529117
FDP31,OUT013,904.9693699542507
FDN33,OUT018,1367.8986470320538
FDZ59,OUT046,2709.2596265381826
FDE45,OUT010,421.6251954854274
FDJ07,OUT013,1926.362596917007
FDQ45,OUT018,2801.106638523995
FDM33,OUT027,5607.351567303907
FDO15,OUT010,177.14083643230714
FDM46,OUT013,1511.6272142246924
FDR03,OUT045,3307.549830640686
FDY49,OUT018,2483.7063427707794
FDQ60,OUT045,1873.5606358524842
FDW10,OUT049,2939.361233835058
FDO51,OUT049,745.7673646874515
FDJ40,OUT018,1500.3185090819843
FDS20,OUT018,2714.8340917241544
FDU45,OUT013,1897.651350338574
FDV02,OUT035,2908.207925289058
FDN09,OUT046,3806.5652739412703
NCM55,OUT027,5147.561021336275
FDN23,OUT018,2005.3293941493137
FDY31,OUT010,343.1498360945502
FDW03,OUT010,234.46676577173616
FDD14,OUT046,2992.722599707245
FDV23,OUT017,2044.3399468941188
DRI03,OUT045,2796.944125158338
FDN13,OUT035,1629.2787079130117
FDF45,OUT027,1830.7264351833326
FDU46,OUT035,1461.7561870815873
FDB57,OUT049,3766.155845670047
FDV12,OUT049,1630.8922884036124
FDQ58,OUT013,2453.9448163627417
NCA18,OUT017,1910.0935286228726
FDH52,OUT049,959.1141038297744
FDM24,OUT018,2134.7550408480292
NCP43,OUT027,5013.874682551866
NCO18,OUT019,427.22621600741167
FDM32,OUT017,1435.1574369414975
NCL07,OUT017,629.5379037555273
FDK03,OUT013,4209.845250959403
FDP59,OUT017,1725.448941155081
FDQ24,OUT049,4103.032284765397
FDQ16,OUT018,1503.062082716194
FDU44,OUT013,2593.535790533197
FDH28,OUT010,106.90195482809168
FDV28,OUT019,105.7928566294044
FDM22,OUT045,866.6054276171276
FDR56,OUT046,3082.829463847724
FDV39,OUT049,3227.408714338354
FDU37,OUT019,216.33427616558262
FDQ11,OUT010,587.0869975777089
FDX02,OUT045,3692.0245299974345
NCS42,OUT018,1348.3430298736123
FDY57,OUT027,2623.9538207507685
FDB21,OUT049,3950.0057908242934
FDE28,OUT017,3985.4548188709196
FDQ55,OUT017,1888.774258353826
FDA48,OUT049,3704.140275146446
FDZ19,OUT045,2716.1974001514354
NCC43,OUT045,3733.2592711823045
NCV18,OUT046,1392.724200623666
NCA42,OUT018,2345.8523277429013
FDY45,OUT046,3881.054442178438
NCC30,OUT045,2846.4382730779494
FDM57,OUT013,1394.222733321982
FDL09,OUT010,430.113423986519
FDB09,OUT027,3380.351838109368
FDT44,OUT035,1971.4261773507878
NCT06,OUT027,4346.42074542408
FDX26,OUT049,3233.1023963667108
FDK32,OUT013,2530.139756204087
DRA12,OUT046,2293.8035241013986
FDO46,OUT010,511.40107213230044
FDE52,OUT013,1334.0427961709713
NCH42,OUT045,3646.6072021168343
FDV08,OUT035,706.5731842773444
FDB47,OUT018,3096.0076947208463
FDC28,OUT010,238.92266782195995
FDD22,OUT046,1878.0529708647437
FDS07,OUT027,3168.709760916545
DRI13,OUT045,3470.7827237812385
FDG32,OUT018,3305.0725433930033
FDU14,OUT017,4102.4653350713215
FDD28,OUT019,162.1013688218498
NCP41,OUT017,1776.200240726783
FDS08,OUT049,2891.0834287436282
FDX47,OUT045,2526.7280131337407
FDC53,OUT019,255.59455729094768
FDQ19,OUT035,4240.801598242549
FDL14,OUT045,2491.178095944988
FDM33,OUT019,537.1212867044684
FDA51,OUT045,1799.239531351093
FDZ27,OUT018,640.2953340059686
FDT04,OUT046,662.200147107265
DRC13,OUT049,2083.582634556438
FDR16,OUT027,5538.569119147254
FDQ03,OUT027,5918.9890553809355
FDE38,OUT035,2855.8759028359746
DRH23,OUT027,1633.620083479031
FDT11,OUT019,505.129515894558
FDD09,OUT035,3018.2953668750724
FDR40,OUT045,1333.4030922822121
FDX07,OUT017,3108.4601577353496
FDR07,OUT035,1594.398333112635
FDA51,OUT017,1907.8445674662635
FDT59,OUT019,551.7408380780864
FDF20,OUT017,3210.3009425086134
FDR13,OUT045,1839.9430040510758
FDY26,OUT049,3716.683291381129
FDW04,OUT017,2106.1214626301567
FDK52,OUT017,3950.5475933932903
FDN60,OUT049,2583.600632673904
FDM09,OUT019,425.97605353279897
FDP46,OUT049,1405.0627569187375
FDB50,OUT019,212.51799736171404
NCQ29,OUT049,4130.173410375233
FDP16,OUT027,6058.214638248315
FDX33,OUT018,2440.9622207442917
FDP07,OUT010,479.8794174907476
FDN22,OUT046,3783.6802079749264
FDF39,OUT049,4073.1373518168775
FDS21,OUT017,980.1191884494883
NCM42,OUT013,1727.3762280029403
FDK50,OUT019,403.2597539070043
DRF13,OUT027,3764.482451464985
FDH35,OUT018,2377.8901212638903
FDP60,OUT018,1413.0353894097655
DRJ49,OUT027,3344.6131319406636
NCT42,OUT019,346.36371451683425
FDE38,OUT049,2746.5910226544274
FDI04,OUT049,3240.6252847150554
NCH54,OUT045,2629.658058603151
FDT56,OUT049,929.7296360478488
DRD15,OUT018,3302.5395099209586
FDV58,OUT013,2991.813826544401
FDP21,OUT049,3222.778093801216
FDH05,OUT013,3873.667740213598
FDR10,OUT027,4166.783174908243
NCP06,OUT045,2457.3061930405697
FDF33,OUT049,1719.7183707039737
DRK37,OUT013,3094.6558967970045
DRH49,OUT045,1338.2890894691998
FDT58,OUT013,2674.060576990993
FDD41,OUT018,1483.624905024921
FDP40,OUT018,1560.879136847257
FDM51,OUT027,2679.1910434915626
FDO45,OUT010,192.00951669170306
FDW33,OUT010,246.5136991496571
FDY24,OUT045,862.3841914036965
FDB10,OUT010,568.0237251876732
FDM40,OUT035,2337.3248786762397
NCI06,OUT017,3107.2874898845103
FDW12,OUT019,321.0872008493658
FDX48,OUT027,4123.1345252607425
NCW05,OUT027,2862.0704352435896
FDX27,OUT017,1522.921664936864
DRM37,OUT045,2938.959332886747
FDA38,OUT045,3889.749413743536
FDR36,OUT046,681.9157088271147
FDZ45,OUT046,3124.53071838545
FDG05,OUT017,2548.7706392007062
FDK28,OUT013,4462.280284537045
FDV47,OUT045,1358.8905354026458
FDN21,OUT045,2628.688565747717
FDP20,OUT027,3427.9195841011124
FDI35,OUT045,2902.3298439862365
DRY23,OUT013,686.3186555290157
FDA56,OUT017,2071.9680305588026
FDB09,OUT013,2007.919552681084
NCO26,OUT027,3084.027412879564
FDQ49,OUT018,2294.070291978973
FDI52,OUT027,3158.9564741166355
FDZ44,OUT027,3211.464013565618
FDZ09,OUT018,2427.2774683555053
FDY03,OUT049,1848.8993165429783
NCG42,OUT017,2139.866930409757
DRI13,OUT027,5718.203052776318
FDQ32,OUT013,2091.6531818266017
FDW16,OUT035,1457.0814048293303
FDU27,OUT046,789.1851770794265
FDR28,OUT010,410.77196120922855
FDQ49,OUT010,384.53268728566036
FDS37,OUT046,1946.2700266592044
FDW26,OUT018,3210.466256555168
FDX12,OUT018,3375.1906594874395
NCP06,OUT013,2456.1176987878657
FDW45,OUT010,350.8435148034529
NCN30,OUT049,1515.682350278245
FDN24,OUT049,870.4342496611596
NCL41,OUT027,1116.1474940008627
FDR02,OUT019,275.62431719903344
FDD09,OUT010,434.4848638930479
FDS33,OUT010,194.2637904961233
FDU22,OUT045,1872.543614636254
FDI53,OUT013,2558.5917023525385
DRH01,OUT049,2933.556865173727
FDX32,OUT013,2442.1058005319837
NCP30,OUT018,501.9481596893314
FDB60,OUT045,2904.702631180881
FDB14,OUT049,1488.3025834397604
NCP02,OUT035,947.5258875072842
FDJ10,OUT017,2332.7366939747967
FDG34,OUT046,1899.2172787416553
NCB18,OUT017,1404.7653502282308
FDM16,OUT049,1214.4617291766078
FDW25,OUT018,1244.0144400203599
FDB35,OUT010,190.23187313786366
DRN11,OUT013,2387.0078110246704
FDF41,OUT019,562.4512016515091
FDH16,OUT045,1400.108514559
NCQ50,OUT018,3127.779719047365
DRH23,OUT018,764.0003434162662
DRJ37,OUT013,2367.145553925089
DRJ24,OUT027,5063.733639264944
FDY16,OUT035,3142.038652827149
FDQ27,OUT045,1640.806451716211
FDZ33,OUT045,2451.927598449112
FDF29,OUT045,2045.4763037638436
FDA08,OUT049,2750.0929799560095
FDG31,OUT046,1056.935159093487
FDE34,OUT019,451.90344626436604
NCR30,OUT027,2066.891897835763
FDV33,OUT035,4210.522123793096
DRZ24,OUT018,1744.515796376197
NCL54,OUT035,2983.5989681918472
FDR12,OUT049,2983.7856486938563
NCC54,OUT046,3836.0720652314403
DRN59,OUT013,694.426397636249
FDX50,OUT019,276.28224192063414
FDV31,OUT027,4983.087816997931
NCA29,OUT027,4702.725792886123
FDW60,OUT049,3057.9779021633317
FDX08,OUT017,3075.7670758826002
DRD49,OUT013,3898.7237839873765
FDD33,OUT046,3696.439924781645
FDW35,OUT013,650.2256451261638
FDJ36,OUT017,1744.7870475520065
FDV51,OUT035,2863.2450024169666
FDW36,OUT046,1730.1150693796903
FDH35,OUT046,2642.5703992060253
NCS30,OUT027,3374.352854358753
FDN49,OUT017,632.2473527788094
FDL08,OUT018,3445.053114570172
FDI09,OUT013,3924.1167690925613
FDP19,OUT018,1838.3501121212882
FDU21,OUT010,108.88591471455229
NCP41,OUT045,1642.415916045184
FDY10,OUT013,1841.2107049424333
FDP12,OUT018,485.08162803653715
NCN26,OUT049,1942.9022965475501
FDK44,OUT013,2764.1294908264704
FDC28,OUT049,1725.9351528099478
FDJ41,OUT027,6074.306676110289
NCT29,OUT035,2024.556955309089
NCH42,OUT019,545.1162587065551
FDU60,OUT018,2518.1370101315206
FDS02,OUT045,3068.9941874702954
FDC51,OUT046,2119.806343199348
FDU03,OUT013,3074.485822043879
FDX39,OUT045,3515.8371781757173
NCY05,OUT010,114.67111876376497
NCL06,OUT027,6002.525310603505
FDD32,OUT035,1333.644721861626
NCN41,OUT045,1902.0564596493775
NCX53,OUT049,2324.2525774909827
FDU57,OUT019,341.3823644794144
FDQ23,OUT046,1721.7072474140673
FDQ52,OUT045,3992.09080685893
FDC14,OUT045,663.7710681915142
FDY09,OUT035,3055.883405820496
FDQ28,OUT045,2564.290202144642
FDV25,OUT046,3693.570318199443
FDJ07,OUT035,1924.870550446781
DRB25,OUT049,1686.21654953404
FDK52,OUT019,548.5416178770381
FDY52,OUT027,1755.7184531796831
FDB28,OUT046,3204.3611482164083
FDT36,OUT035,646.891896190611
FDV25,OUT017,3895.6697303761493
NCN07,OUT027,3344.60001942915
FDC57,OUT017,3176.27134339976
FDQ03,OUT018,3341.129661882957
FDU23,OUT017,2713.908350830557
NCX41,OUT035,3697.2839656036695
NCD06,OUT035,763.822283050762
FDW08,OUT045,1581.9815313587987
NCU29,OUT017,2384.6676136274896
NCE06,OUT013,2574.8126850105077
FDV52,OUT010,245.5920434995618
FDB02,OUT017,2950.37182276519
NCR18,OUT045,675.0386173792084
FDK16,OUT049,1492.5863548769062
NCQ29,OUT010,589.7737821769356
FDZ01,OUT019,257.1511269612782
FDW27,OUT035,2601.1420985245136
FDD17,OUT018,3406.8820812745003
FDW39,OUT013,2908.8184652724426
DRH59,OUT045,1211.563076276879
FDS52,OUT013,1623.264042822986
FDU40,OUT027,5322.767073460921
NCF54,OUT013,2851.03423291894
FDH46,OUT045,1632.4751658800044
NCP14,OUT049,1683.4911740672733
FDH50,OUT049,3264.0523822474734
DRF15,OUT010,369.2283445038293
FDV27,OUT027,2454.4252378226843
NCJ06,OUT049,2052.3354863961317
FDN02,OUT018,3127.061796204256
FDQ51,OUT049,772.3227453843846
FDQ07,OUT017,4028.802306027366
FDS45,OUT049,1732.5868017324817
NCJ06,OUT045,1934.0129438719575
FDD36,OUT035,1958.2441429940052
FDY25,OUT045,2898.7673954975558
FDU52,OUT046,2417.2305200719475
DRK47,OUT017,3915.8914932216157
NCL30,OUT017,2119.152957933392
FDN22,OUT035,4083.661515407485
NCF30,OUT027,3290.675696363666
FDK03,OUT035,4274.8304272252635
FDT45,OUT017,885.022226958932
NCC54,OUT027,5951.62807330226
FDP08,OUT018,2884.784190600871
